,ID,A1,A2,A3,A4,A5,Score,source,target,source_tag,target_tag
986,1284__vicissitudes_11__deal_8,3,3,2,2,1,1.386537853,vicissitudes,deal,"('vicissitudes', 'NNS')","('deal', 'NN')"
994,6599__multiplicity_32__products_35,3,3,2,2,1,1.385608252,multiplicity,products,"('multiplicity', 'NN')","('products', 'NNS')"
998,3560__issue_7__interplay_10,3,3,2,2,1,1.383140396,issue,interplay,"('issue', 'NN')","('interplay', 'NN')"
1004,5680__count_11__toy_14,3,3,2,2,0,1.38184157,count,toy,"('count', 'NN')","('toy', 'NN')"
1005,14021__bargain_17__break_18,3,3,2,2,1,1.3799390530000002,bargain,break,"('bargain', 'NN')","('break', 'NN')"
1014,6202__demand_4__peaks_2,3,2,2,2,1,1.37860814,demand,peaks,"('demand', 'NN')","('peaks', 'NNS')"
1017,11710__sort_11__dot_13,3,3,2,2,1,1.377975485,sort,dot,"('sort', 'NN')","('dot', 'NN')"
1018,6675__match_11__model_7,3,3,2,2,1,1.377975485,match,model,"('match', 'NN')","('model', 'NN')"
1022,3095__policies_37__distance_36,3,2,2,1,1,1.375523454,policies,distance,"('policies', 'NNS')","('distance', 'NN')"
1026,6643__negativity_6__formulation_9,3,3,3,1,0,1.373737595,negativity,formulation,"('negativity', 'NN')","('formulation', 'NN')"
1028,5230__smell_5__faint_4,3,2,2,2,2,1.373385022,smell,faint,"('smell', 'NN')","('faint', 'NN')"
1037,4604__frenzy_30__explode_28,3,3,3,2,0,1.3701818190000001,frenzy,explode,"('frenzy', 'NN')","('explode', 'NN')"
1039,7047__dissolution_22__position_20,3,3,2,2,1,1.369774047,dissolution,position,"('dissolution', 'NN')","('position', 'NN')"
1042,6835__redress_3__balance_5,3,3,2,2,0,1.369772715,redress,balance,"('redress', 'NN')","('balance', 'NN')"
1060,9391__cost_30__bomb_33,3,3,2,1,0,1.363885205,cost,bomb,"('cost', 'NN')","('bomb', 'NN')"
1061,8126__aircraft_5__extension_8,3,3,2,1,1,1.362731795,aircraft,extension,"('aircraft', 'NN')","('extension', 'NN')"
1066,3560__inner-city_12__decay_13,3,3,2,2,1,1.3617510519999998,inner-city,decay,"('inner-city', 'NN')","('decay', 'NN')"
1067,1096__trains_19__toy_22,3,3,2,2,1,1.3617510519999998,trains,toy,"('trains', 'NNS')","('toy', 'NN')"
1070,7014__language_8__violent_10,3,2,2,2,2,1.3608525480000002,language,violent,"('language', 'NN')","('violent', 'NN')"
1073,7029__party_17__cry_21,3,3,2,1,0,1.35862247,party,cry,"('party', 'NN')","('cry', 'NN')"
1074,556__government_60__afford_57,3,3,2,1,0,1.3583476419999998,government,afford,"('government', 'NN')","('afford', 'NN')"
1076,3442__conscience_29__stain_24,3,3,1,1,1,1.3580422680000002,conscience,stain,"('conscience', 'NN')","('stain', 'NN')"
1080,1279__media_8__blitz_9,3,3,2,1,1,1.3580422680000002,media,blitz,"('media', 'NNS')","('blitz', 'NN')"
1084,1246__hedonism_17__emblems_6,3,3,3,2,0,1.35751607,hedonism,emblems,"('hedonism', 'NN')","('emblems', 'NNS')"
1088,1003__style_10__mood_2,3,3,3,1,0,1.3570655230000002,style,mood,"('style', 'NN')","('mood', 'NN')"
1089,580__valley_8__walls_9,3,3,3,1,1,1.356924345,valley,walls,"('valley', 'NN')","('walls', 'NNS')"
1091,8415__bomb_30__plot_31,3,3,2,2,1,1.356789044,bomb,plot,"('bomb', 'NN')","('plot', 'NN')"
1092,1482__flotation_14__plans_15,3,3,2,2,1,1.356789044,flotation,plans,"('flotation', 'NN')","('plans', 'NNS')"
1101,2742__immense_34__sweeps_35,3,3,2,2,0,1.349091895,immense,sweeps,"('immense', 'NN')","('sweeps', 'NNS')"
1114,6209__vicissitudes_7__cushion_4,3,3,3,2,1,1.34585562,vicissitudes,cushion,"('vicissitudes', 'NNS')","('cushion', 'NN')"
1119,1071__reliability_18__rhythmic_17,3,2,2,2,0,1.344054019,reliability,rhythmic,"('reliability', 'NN')","('rhythmic', 'NN')"
1124,1003__dictate_7__mood_2,3,3,2,2,1,1.3436242669999998,dictate,mood,"('dictate', 'NN')","('mood', 'NN')"
1128,5498__fingers_10__gentle_9,3,2,2,2,1,1.3432651359999999,fingers,gentle,"('fingers', 'NNS')","('gentle', 'NN')"
1129,7019__strategy_2__articulate_17,3,2,2,2,2,1.34301881,strategy,articulate,"('strategy', 'NN')","('articulate', 'NN')"
1146,6209__vicissitudes_7__markets_9,3,3,2,1,1,1.338999533,vicissitudes,markets,"('vicissitudes', 'NNS')","('markets', 'NNS')"
1150,449__plans_2__ruins_4,3,3,2,1,1,1.338999533,plans,ruins,"('plans', 'NNS')","('ruins', 'NNS')"
1157,2752__hidden_35__folds_39,3,2,2,2,1,1.3365401190000001,hidden,folds,"('hidden', 'NN')","('folds', 'NNS')"
1167,1864__wave_2__process_20,3,3,3,2,0,1.333369692,wave,process,"('wave', 'NN')","('process', 'NN')"
1169,8047__secure_4__situation_5,3,3,2,1,1,1.3319158359999999,secure,situation,"('secure', 'NN')","('situation', 'NN')"
1170,6689__theory_4__articulation_7,3,3,3,1,0,1.331891222,theory,articulation,"('theory', 'NN')","('articulation', 'NN')"
1176,6333__sentence_3__stem_4,3,3,2,2,1,1.3291253729999999,sentence,stem,"('sentence', 'NN')","('stem', 'NN')"
1177,6900__rationality_13__stakes_14,3,3,2,2,0,1.3291253729999999,rationality,stakes,"('rationality', 'NN')","('stakes', 'NNS')"
1182,3453__crisis_11__malaise_8,3,3,2,1,0,1.327145084,crisis,malaise,"('crisis', 'NN')","('malaise', 'NN')"
1183,8533__wrung_10__washing_9,3,2,2,2,0,1.3270056190000001,wrung,washing,"('wrung', 'NN')","('washing', 'NN')"
1186,148__results_2__terse_4,3,2,2,2,0,1.3270056190000001,results,terse,"('results', 'NNS')","('terse', 'NN')"
1187,2052__paperwork_22__catch_18,3,3,2,1,1,1.3266990029999999,paperwork,catch,"('paperwork', 'NN')","('catch', 'NN')"
1199,7243__blood_14__lake_12,3,3,2,2,0,1.321886561,blood,lake,"('blood', 'NN')","('lake', 'NN')"
1200,5272__swathe_10__lay_13,3,3,3,2,0,1.3216867079999999,swathe,lay,"('swathe', 'NN')","('lay', 'NN')"
1207,3544__murder_14__sector_18,3,3,2,1,0,1.31866026,murder,sector,"('murder', 'NN')","('sector', 'NN')"
1208,1751__temptation_13__feeds_11,3,3,2,1,0,1.318526139,temptation,feeds,"('temptation', 'NN')","('feeds', 'NNS')"
1211,5184__suburbs_10__tentacles_6,3,3,3,1,0,1.317521852,suburbs,tentacles,"('suburbs', 'NNS')","('tentacles', 'NNS')"
1214,2131__customary_10__sense_12,3,3,2,2,1,1.317175505,customary,sense,"('customary', 'NN')","('sense', 'NN')"
1228,6674__event_11__incarnation_14,3,3,2,1,1,1.309853565,event,incarnation,"('event', 'NN')","('incarnation', 'NN')"
1229,1556__silence_13__game_11,3,2,2,2,1,1.309418206,silence,game,"('silence', 'NN')","('game', 'NN')"
1232,1723__pig_9__deal_11,3,3,3,2,0,1.309000195,pig,deal,"('pig', 'NN')","('deal', 'NN')"
1238,8123__air_23__gods_26,3,3,3,0,0,1.305258569,air,gods,"('air', 'NN')","('gods', 'NNS')"
1244,972__beat_7__retreat_10,3,2,2,2,0,1.303763791,beat,retreat,"('beat', 'NN')","('retreat', 'NN')"
1249,7029__power_46__recovery_44,3,2,2,2,1,1.303749007,power,recovery,"('power', 'NN')","('recovery', 'NN')"
1259,2869__wash_13__tides_8,3,3,2,1,0,1.299867466,wash,tides,"('wash', 'NN')","('tides', 'NNS')"
1260,2729__burn_7__runs_4,3,3,2,2,0,1.299863625,burn,runs,"('burn', 'NN')","('runs', 'NNS')"
1263,2728__corduroy_28__battalions_29,3,3,2,1,0,1.299483404,corduroy,battalions,"('corduroy', 'NN')","('battalions', 'NNS')"
1269,780__-will_28__ill_27,3,3,2,1,1,1.297610208,-will,ill,"('-will', 'NN')","('ill', 'NN')"
1272,8037__nymphos_19__hop_21,3,3,2,1,1,1.296431965,nymphos,hop,"('nymphos', 'NN')","('hop', 'NN')"
1278,6360__foreclosure_5__stage_6,2,2,2,2,1,1.291792545,foreclosure,stage,"('foreclosure', 'NN')","('stage', 'NN')"
1280,1869__mass_7__consciousness_8,2,2,2,2,1,1.291792545,mass,consciousness,"('mass', 'NN')","('consciousness', 'NN')"
1281,3482__abuse_11__pattern_8,3,3,2,1,1,1.291742077,abuse,pattern,"('abuse', 'NN')","('pattern', 'NN')"
1288,4801__ebb_14__tide_15,3,2,2,1,1,1.288262917,ebb,tide,"('ebb', 'NN')","('tide', 'NN')"
1297,2514__culpability_28__degrees_26,3,3,2,1,1,1.284965345,culpability,degrees,"('culpability', 'NN')","('degrees', 'NNS')"
1302,6459__masculine_52__appeal_53,3,3,2,1,1,1.281957826,masculine,appeal,"('masculine', 'NN')","('appeal', 'NN')"
1305,1758__defence_41__poison_38,3,3,3,2,0,1.277545845,defence,poison,"('defence', 'NN')","('poison', 'NN')"
1314,8619__mountains_10__heart_7,3,2,2,1,1,1.274103,mountains,heart,"('mountains', 'NNS')","('heart', 'NN')"
1318,1060__fall_17__hammer_20,3,2,2,1,1,1.272745676,fall,hammer,"('fall', 'NN')","('hammer', 'NN')"
1319,7013__disorder_11__scenes_9,3,2,2,1,1,1.272745676,disorder,scenes,"('disorder', 'NN')","('scenes', 'NNS')"
1320,6189__morale_30__depress_29,3,2,2,1,1,1.2722995940000001,morale,depress,"('morale', 'NN')","('depress', 'NN')"
1328,2615__fault_27__element_28,3,3,1,0,0,1.267704712,fault,element,"('fault', 'NN')","('element', 'NN')"
1329,6731__honour_29__symbol_26,3,2,2,1,1,1.267076477,honour,symbol,"('honour', 'NN')","('symbol', 'NN')"
1330,1698__breathing_14__space_15,3,3,2,1,1,1.266761425,breathing,space,"('breathing', 'NN')","('space', 'NN')"
1332,1555__imagination_7__failure_5,3,3,2,2,0,1.265570613,imagination,failure,"('imagination', 'NN')","('failure', 'NN')"
1333,595__furnace_35__mouth_32,3,3,2,1,1,1.263778904,furnace,mouth,"('furnace', 'NN')","('mouth', 'NN')"
1340,2649__indifference_18__extreme_17,3,3,2,2,1,1.259225485,indifference,extreme,"('indifference', 'NN')","('extreme', 'NN')"
1343,2855__majority_25__slender_23,3,2,2,1,1,1.258143031,majority,slender,"('majority', 'NN')","('slender', 'NN')"
1347,3632__despair_6__inner_5,3,3,2,1,1,1.255826664,despair,inner,"('despair', 'NN')","('inner', 'NN')"
1348,1384__concomitant_9__values_10,3,3,3,1,0,1.255775755,concomitant,values,"('concomitant', 'NN')","('values', 'NNS')"
1355,7080__dailies_37__range_34,3,3,2,1,1,1.2498556159999998,dailies,range,"('dailies', 'NNS')","('range', 'NN')"
1357,3152__probation_16__context_17,3,3,2,2,0,1.248023335,probation,context,"('probation', 'NN')","('context', 'NN')"
1358,3624__argument_11__plank_15,3,3,2,1,0,1.246962448,argument,plank,"('argument', 'NN')","('plank', 'NN')"
1369,13065__ceiling_7__dark_6,3,3,2,1,1,1.24508386,ceiling,dark,"('ceiling', 'NN')","('dark', 'NN')"
1379,6644__immanence_38__relationship_36,3,3,3,0,0,1.238889958,immanence,relationship,"('immanence', 'NN')","('relationship', 'NN')"
1380,767__dust_7__puff_5,3,3,2,1,1,1.238460224,dust,puff,"('dust', 'NN')","('puff', 'NN')"
1381,7044__canvass_3__system_4,3,3,2,2,2,1.236522904,canvass,system,"('canvass', 'NN')","('system', 'NN')"
1389,3127__corner_19__fight_17,3,2,2,2,1,1.234499426,corner,fight,"('corner', 'NN')","('fight', 'NN')"
1393,6391__feminine_5__image_6,3,2,2,1,1,1.232783465,feminine,image,"('feminine', 'NN')","('image', 'NN')"
1398,4819__worry_15__score_18,3,3,2,1,0,1.2312892979999999,worry,score,"('worry', 'NN')","('score', 'NN')"
1401,842__smoke_10__plumes_7,3,3,3,1,1,1.230456061,smoke,plumes,"('smoke', 'NN')","('plumes', 'NNS')"
1412,2751__stony_20__beds_21,3,3,1,1,1,1.22746692,stony,beds,"('stony', 'NN')","('beds', 'NNS')"
1414,2868__job_22__manicure_21,3,3,2,1,1,1.224810607,job,manicure,"('job', 'NN')","('manicure', 'NN')"
1416,3676__size_24__orbits_27,3,3,2,1,1,1.224262775,size,orbits,"('size', 'NN')","('orbits', 'NNS')"
1424,6657__repetition_7__structure_5,3,2,2,1,1,1.222454245,repetition,structure,"('repetition', 'NN')","('structure', 'NN')"
1425,6374__ego-identity_12__stage_14,3,2,2,1,1,1.222454245,ego-identity,stage,"('ego-identity', 'NN')","('stage', 'NN')"
1427,3690__extroversion_6__degree_4,3,3,2,2,2,1.21873392,extroversion,degree,"('extroversion', 'NN')","('degree', 'NN')"
1430,2723__miles_28__sprawl_25,3,3,3,2,0,1.2183483720000001,miles,sprawl,"('miles', 'NNS')","('sprawl', 'NN')"
1434,7127__acknowledgement_6__dips_2,3,3,3,0,0,1.216194818,acknowledgement,dips,"('acknowledgement', 'NN')","('dips', 'NNS')"
1438,5596__upperworks_25__splayed_22,3,2,2,2,0,1.215337592,upperworks,splayed,"('upperworks', 'NNS')","('splayed', 'NN')"
1443,5767__days_27__shake_34,3,3,2,2,0,1.211594203,days,shake,"('days', 'NNS')","('shake', 'NN')"
1448,3168__business_19__pain_22,3,2,2,2,0,1.207935706,business,pain,"('business', 'NN')","('pain', 'NN')"
1450,5308__firm_16__manoeuvre_14,3,3,2,1,1,1.20647182,firm,manoeuvre,"('firm', 'NN')","('manoeuvre', 'NN')"
1451,3155__punishment_19__resides_21,3,2,2,1,1,1.204466985,punishment,resides,"('punishment', 'NN')","('resides', 'NNS')"
1453,1215__wear_17__squares_16,3,3,2,2,0,1.203746033,wear,squares,"('wear', 'NN')","('squares', 'NNS')"
1460,2640__satisfactory_3__line_4,3,2,2,1,1,1.2031096609999998,satisfactory,line,"('satisfactory', 'NN')","('line', 'NN')"
1467,1357__wearer_13__weaknesses_19,3,3,2,2,0,1.201103467,wearer,weaknesses,"('wearer', 'NN')","('weaknesses', 'NNS')"
1469,827__feel_20__capture_18,2,2,2,2,1,1.200206415,feel,capture,"('feel', 'NN')","('capture', 'NN')"
1476,6631__moment_31__movement_36,3,3,3,1,0,1.194039681,moment,movement,"('moment', 'NN')","('movement', 'NN')"
1477,3127__fight_17__corner_19,3,3,2,2,1,1.1937827090000002,fight,corner,"('fight', 'NN')","('corner', 'NN')"
1487,2874__teenagers_11__awash_9,3,3,2,2,0,1.187759927,teenagers,awash,"('teenagers', 'NNS')","('awash', 'NN')"
1497,7032__election_32__break_37,3,2,2,1,1,1.178705831,election,break,"('election', 'NN')","('break', 'NN')"
1503,1379__series_6__juxtapositions_8,3,3,2,2,0,1.171031718,series,juxtapositions,"('series', 'NN')","('juxtapositions', 'NNS')"
1506,5186__striding_59__haunts_62,3,3,3,0,0,1.168196912,striding,haunts,"('striding', 'NN')","('haunts', 'NNS')"
1507,1885__consolidate_5__structures_7,3,3,2,2,0,1.167431358,consolidate,structures,"('consolidate', 'NN')","('structures', 'NNS')"
1513,3090__cash_14__call_15,3,2,2,1,1,1.164834632,cash,call,"('cash', 'NN')","('call', 'NN')"
1519,2831__prisoners_16__customers_18,3,3,3,1,0,1.16171636,prisoners,customers,"('prisoners', 'NNS')","('customers', 'NNS')"
1520,6183__stoppages_23__features_18,3,2,2,2,0,1.161715427,stoppages,features,"('stoppages', 'NNS')","('features', 'NNS')"
1523,7106__existence_37__justification_35,3,3,3,1,0,1.16009088,existence,justification,"('existence', 'NN')","('justification', 'NN')"
1524,6398__moratorium_44__stage_45,3,3,2,1,0,1.158933056,moratorium,stage,"('moratorium', 'NN')","('stage', 'NN')"
1527,4603__hen_17__mother_16,3,3,2,1,1,1.156405665,hen,mother,"('hen', 'NN')","('mother', 'NN')"
1532,2731__sense_20__isolation_22,3,3,1,1,1,1.1542912220000001,sense,isolation,"('sense', 'NN')","('isolation', 'NN')"
1539,1392__oppression_6__mechanism_4,3,2,2,2,0,1.150563814,oppression,mechanism,"('oppression', 'NN')","('mechanism', 'NN')"
1545,14082__role_5__forms_6,3,3,2,2,1,1.145091723,role,forms,"('role', 'NN')","('forms', 'NNS')"
1547,1664__goals_2__sunk_30,3,3,3,1,0,1.1443121859999998,goals,sunk,"('goals', 'NNS')","('sunk', 'NN')"
1551,6919__success_20__by-product_18,3,3,2,2,1,1.13541081,success,by-product,"('success', 'NN')","('by-product', 'NN')"
1553,1369__feminisations_11__trauma_14,3,3,3,0,0,1.135050574,feminisations,trauma,"('feminisations', 'NNS')","('trauma', 'NN')"
1556,1340__round_48__ribbon_47,3,2,2,1,0,1.133878126,round,ribbon,"('round', 'NN')","('ribbon', 'NN')"
1557,4552__operations_18__overlay_17,2,2,2,2,1,1.1330833409999999,operations,overlay,"('operations', 'NNS')","('overlay', 'NN')"
1560,4733__jungle_7__drums_8,3,3,2,1,0,1.129642432,jungle,drums,"('jungle', 'NN')","('drums', 'NNS')"
1577,149__words_4__control_3,3,3,2,1,0,1.120928808,words,control,"('words', 'NNS')","('control', 'NN')"
1581,10879__night_8__legless_6,3,3,2,2,0,1.11861788,night,legless,"('night', 'NN')","('legless', 'NN')"
1582,3609__response_9__shades_20,3,2,2,1,0,1.118065776,response,shades,"('response', 'NN')","('shades', 'NNS')"
1584,2621__principle_17__breach_14,3,2,2,2,0,1.116877562,principle,breach,"('principle', 'NN')","('breach', 'NN')"
1600,3743__drawn_20__sources_23,3,3,3,1,1,1.112217145,drawn,sources,"('drawn', 'NN')","('sources', 'NNS')"
1601,4611__couture_8__model_9,3,2,2,2,1,1.111208363,couture,model,"('couture', 'NN')","('model', 'NN')"
1608,188__participation_10__breadth_6,3,3,2,1,0,1.10757729,participation,breadth,"('participation', 'NN')","('breadth', 'NN')"
1611,6663__repetition_25__structure_23,3,2,2,2,0,1.107394803,repetition,structure,"('repetition', 'NN')","('structure', 'NN')"
1613,4799__job_2__life_10,3,2,2,2,0,1.107394803,job,life,"('job', 'NN')","('life', 'NN')"
1614,193__regatta_41__threat_38,3,3,2,0,0,1.105401214,regatta,threat,"('regatta', 'NN')","('threat', 'NN')"
1615,1797__property_18__portfolio_19,3,3,1,1,1,1.101923578,property,portfolio,"('property', 'NN')","('portfolio', 'NN')"
1618,767__puff_5__horizon_10,3,3,2,1,0,1.101923578,puff,horizon,"('puff', 'NN')","('horizon', 'NN')"
1619,7033__departure_10__sense_6,3,3,1,1,1,1.101923578,departure,sense,"('departure', 'NN')","('sense', 'NN')"
1625,1349__phallocentric_9__leaps_2,3,3,3,0,0,1.100757562,phallocentric,leaps,"('phallocentric', 'NN')","('leaps', 'NNS')"
1628,5739__salad_12__department_13,3,2,2,1,1,1.099068503,salad,department,"('salad', 'NN')","('department', 'NN')"
1629,3155__restrictions_25__resides_21,3,3,1,1,1,1.098953668,restrictions,resides,"('restrictions', 'NNS')","('resides', 'NNS')"
1631,3196__formulation_16__plan_20,3,3,2,1,0,1.098107677,formulation,plan,"('formulation', 'NN')","('plan', 'NN')"
1639,110__patriotism_40__wave_37,3,2,2,1,1,1.093897869,patriotism,wave,"('patriotism', 'NN')","('wave', 'NN')"
1646,6636__undecidables_7__encounters_3,3,3,2,2,0,1.092501115,undecidables,encounters,"('undecidables', 'NNS')","('encounters', 'NNS')"
1650,193__still-water_23__courses_24,3,3,2,2,0,1.09043926,still-water,courses,"('still-water', 'NN')","('courses', 'NNS')"
1653,1470__increase_21__ceiling_20,3,3,2,2,0,1.09043926,increase,ceiling,"('increase', 'NN')","('ceiling', 'NN')"
1665,6860__faculty_4__immature_2,3,2,2,0,0,1.0830547590000001,faculty,immature,"('faculty', 'NN')","('immature', 'NN')"
1679,7112__plane_2__lurches_3,3,2,2,1,1,1.077668209,plane,lurches,"('plane', 'NN')","('lurches', 'NNS')"
1683,6633__contradiction_11__account_9,2,2,2,2,1,1.076915351,contradiction,account,"('contradiction', 'NN')","('account', 'NN')"
1684,1384__reign_11__values_10,3,2,2,2,0,1.076915351,reign,values,"('reign', 'NN')","('values', 'NNS')"
1686,2572__offence_40__gravity_37,3,2,2,2,0,1.076915351,offence,gravity,"('offence', 'NN')","('gravity', 'NN')"
1688,143__model_18__clarity_21,3,2,2,2,1,1.076915351,model,clarity,"('model', 'NN')","('clarity', 'NN')"
1694,3532__acute_23__aspect_24,3,2,2,2,1,1.076915351,acute,aspect,"('acute', 'NN')","('aspect', 'NN')"
1697,6888__disconcerting_30__habit_31,3,2,2,2,1,1.076915351,disconcerting,habit,"('disconcerting', 'NN')","('habit', 'NN')"
1702,4646__air_22__cross_26,3,2,2,2,0,1.076915351,air,cross,"('air', 'NN')","('cross', 'NN')"
1706,169__round_15__forays_14,3,2,2,2,0,1.076915351,round,forays,"('round', 'NN')","('forays', 'NNS')"
1709,4659__thrill_48__suppress_46,3,2,2,2,1,1.076915351,thrill,suppress,"('thrill', 'NN')","('suppress', 'NN')"
1712,3505__liberation_8__market_11,3,2,2,2,0,1.076915351,liberation,market,"('liberation', 'NN')","('market', 'NN')"
1713,7093__tension_15__source_13,3,2,2,2,0,1.076915351,tension,source,"('tension', 'NN')","('source', 'NN')"
1714,6726__core_11__join_9,2,2,2,2,1,1.076915351,core,join,"('core', 'NN')","('join', 'NN')"
1715,1506__dependence_23__breaks_22,3,3,2,1,0,1.076668548,dependence,breaks,"('dependence', 'NN')","('breaks', 'NNS')"
1716,3733__exert_12__provisions_6,3,3,3,0,0,1.075387364,exert,provisions,"('exert', 'NN')","('provisions', 'NNS')"
1719,1700__cup_7__walks_8,3,3,2,1,1,1.070324063,cup,walks,"('cup', 'NN')","('walks', 'NNS')"
1722,1262__career_23__wane_28,3,3,2,1,0,1.0694911459999998,career,wane,"('career', 'NN')","('wane', 'NN')"
1725,6155__diagrams_21__storage_18,3,3,2,1,0,1.0694911459999998,diagrams,storage,"('diagrams', 'NNS')","('storage', 'NN')"
1733,1869__revolution_5__consciousness_8,3,2,2,2,0,1.063903677,revolution,consciousness,"('revolution', 'NN')","('consciousness', 'NN')"
1740,2530__wider_16__spread_13,3,3,2,1,1,1.056479472,wider,spread,"('wider', 'NN')","('spread', 'NN')"
1746,2962__psephology_8__suggest_13,3,3,2,1,0,1.054645097,psephology,suggest,"('psephology', 'NN')","('suggest', 'NN')"
1749,2531__arguments_24__accept_21,3,2,2,1,1,1.054201757,arguments,accept,"('arguments', 'NNS')","('accept', 'NN')"
1752,5846__hull_47__sliding_43,3,3,2,1,0,1.051679228,hull,sliding,"('hull', 'NN')","('sliding', 'NN')"
1758,717__form_19__threadbare_18,3,3,1,1,1,1.049296819,form,threadbare,"('form', 'NN')","('threadbare', 'NN')"
1760,1853__grass_28__roots_29,3,2,1,1,1,1.048816196,grass,roots,"('grass', 'NN')","('roots', 'NNS')"
1768,6923__criterion_34__disguise_36,3,3,2,2,0,1.043139794,criterion,disguise,"('criterion', 'NN')","('disguise', 'NN')"
1773,4498__mosaics_11__construct_8,3,3,1,1,0,1.042407667,mosaics,construct,"('mosaics', 'NNS')","('construct', 'NN')"
1774,1465__bury_24__reservations_26,3,2,2,2,0,1.041052742,bury,reservations,"('bury', 'NN')","('reservations', 'NNS')"
